job_xp,salary
Data Operations Engineer (EN),60707.07 to 62622.65
Business Intelligence Analyst (SE),60707.07 to 62622.65
Data Manager (SE),60707.07 to 62622.65
Machine Learning Engineer (SE),60707.07 to 62622.65
Software Engineer (SE),60707.07 to 62622.65
Data Management Analyst (EN),60707.07 to 62622.65
Software Engineer (MI),60707.07 to 62622.65
Database Administrator (MI),60707.07 to 62622.65
Power BI Expert (SE),60707.07 to 62622.65
Software Engineer (EN),60707.07 to 62622.65
Software Developer (SE),60707.07 to 62622.65
Software Developer (MI),60707.07 to 62622.65
Data Visualization Developer (MI),60707.07 to 62622.65
Member of Technical Staff (SE),60707.07 to 62622.65
Stage (EN),60707.07 to 62622.65
Associate (SE),60707.07 to 62622.65
Postdoctoral Researcher (MI),60707.07 to 62622.65
Research Assistant (EN),60707.07 to 62622.65
Data Integration Coordinator (MI),60707.07 to 62622.65
Engineer (EN),60707.07 to 62622.65
Data Engineer (EN),60707.07 to 62622.65
Research Analyst (EN),60707.07 to 62622.65
Data Specialist (SE),60707.07 to 62622.65
Research Engineer (SE),60707.07 to 62622.65
Robotics Engineer (SE),60707.07 to 62622.65
Research Scientist (MI),60707.07 to 62622.65
Finance Data Analyst (SE),60707.07 to 62622.65
Site Reliability Engineer (MI),60707.07 to 62622.65
Application Developer (MI),60707.07 to 62622.65
Computer Vision Engineer (MI),60707.07 to 62622.65
Business Intelligence Analyst (EN),60707.07 to 62622.65
Data Developer (MI),60707.07 to 62622.65
Solutions Engineer (SE),60707.07 to 62622.65
Machine Learning Developer (EN),60707.07 to 62622.65
Machine Learning Developer (MI),60707.07 to 62622.65
BI Analyst (EN),60707.07 to 62622.65
Manager (SE),60707.07 to 62622.65
Data Reporting Analyst (EN),60707.07 to 62622.65
Lead Data Scientist (MI),60707.07 to 62622.65
NLP Engineer (SE),60707.07 to 62622.65
Consultant (SE),60707.07 to 62622.65
Developer (MI),60707.07 to 62622.65
Analytics Engineer (MI),60707.07 to 62622.65
Analytics Engineer (SE),60707.07 to 62622.65
Backend Engineer (SE),60707.07 to 62622.65
Data Reporting Analyst (MI),60707.07 to 62622.65
Solutions Engineer (MI),60707.07 to 62622.65
Technical Lead (SE),60707.07 to 62622.65
Data Architect (SE),60707.07 to 62622.65
Insight Analyst (MI),60707.07 to 62622.65
Business Analyst (MI),60707.07 to 62622.65
Data Quality Analyst (EN),60707.07 to 62622.65
BI Data Analyst (EN),60707.07 to 62622.65
Machine Learning Engineer (EN),60707.07 to 62622.65
Research Engineer (MI),60707.07 to 62622.65
Data and Reporting Analyst (EN),60707.07 to 62622.65
Data and Reporting Professional (MI),60707.07 to 62622.65
Engineer (SE),58850.08 to 60707.07
Data Analyst (MI),58850.08 to 60707.07
Data Analyst (EN),58850.08 to 60707.07
Analyst (SE),58850.08 to 60707.07
Data Management Specialist (EN),58850.08 to 60707.07
Data Analyst (SE),58850.08 to 60707.07
Data Manager (MI),58850.08 to 60707.07
Software Engineer (SE),58850.08 to 60707.07
Engineer (MI),58850.08 to 60707.07
Research Associate (MI),58850.08 to 60707.07
Data Engineer (SE),58850.08 to 60707.07
Analyst (EN),58850.08 to 60707.07
Business Intelligence Developer (EN),58850.08 to 60707.07
Data Engineer (MI),58850.08 to 60707.07
Data Management Specialist (MI),58850.08 to 60707.07
Prompt Engineer (MI),58850.08 to 60707.07
Data Scientist (MI),58850.08 to 60707.07
Data Manager (SE),58850.08 to 60707.07
Data Architect (SE),58850.08 to 60707.07
Software Engineer (MI),58850.08 to 60707.07
Systems Engineer (MI),58850.08 to 60707.07
Data Visualization Analyst (EN),58850.08 to 60707.07
Elasticsearch Administrator (SE),58850.08 to 60707.07
Data Specialist (MI),58850.08 to 60707.07
Data Quality Engineer (MI),58850.08 to 60707.07
Data Governance Analyst (MI),58850.08 to 60707.07
Data Integration Analyst (MI),58850.08 to 60707.07
DevOps Engineer (MI),58850.08 to 60707.07
Analyst (MI),58850.08 to 60707.07
Data Visualization Specialist (MI),58850.08 to 60707.07
Research Analyst (EN),58850.08 to 60707.07
Developer (EN),58850.08 to 60707.07
Software Developer (MI),58850.08 to 60707.07
Data Management Analyst (EN),58850.08 to 60707.07
Data Scientist (EN),58850.08 to 60707.07
BI Developer (MI),58850.08 to 60707.07
Data Specialist (EN),58850.08 to 60707.07
Product Manager (MI),58850.08 to 60707.07
Technology Integrator (MI),58850.08 to 60707.07
Manager (MI),58850.08 to 60707.07
Technology Integrator (SE),58850.08 to 60707.07
Data Engineer (EN),58850.08 to 60707.07
ETL Engineer (MI),58850.08 to 60707.07
AI Programmer (EN),58850.08 to 60707.07
Engineer (EX),58850.08 to 60707.07
Manager (SE),58850.08 to 60707.07
Research Assistant (EN),58850.08 to 60707.07
Machine Learning Developer (SE),58850.08 to 60707.07
Business Intelligence (EN),58850.08 to 60707.07
Sales Data Analyst (MI),58850.08 to 60707.07
Associate (MI),58850.08 to 60707.07
BI Data Engineer (EN),58850.08 to 60707.07
AI Data Scientist (EN),58850.08 to 60707.07
Research Scientist (MI),58850.08 to 60707.07
Computer Vision Engineer (SE),58850.08 to 60707.07
Machine Learning Engineer (MI),58850.08 to 60707.07
Engineer (EN),58850.08 to 60707.07
Research Engineer (EN),58850.08 to 60707.07
Research Assistant (MI),58850.08 to 60707.07
Compliance Data Analyst (EN),58850.08 to 60707.07
Product Specialist (MI),58850.08 to 60707.07
Data Operations Engineer (MI),58850.08 to 60707.07
Business Analyst (SE),58850.08 to 60707.07
Big Data Engineer (MI),58850.08 to 60707.07
Data Integration Specialist (MI),58850.08 to 60707.07
Software Engineer (EN),58850.08 to 60707.07
Insight Analyst (EN),58850.08 to 60707.07
Research Associate (SE),58850.08 to 60707.07
Data Infrastructure Engineer (MI),58850.08 to 60707.07
Customer Success Manager (MI),58850.08 to 60707.07
Full Stack Engineer (SE),58850.08 to 60707.07
AI Developer (SE),58850.08 to 60707.07
Business Analyst (MI),58850.08 to 60707.07
Account Executive (EX),58850.08 to 60707.07
Data Lead (SE),58850.08 to 60707.07
Research Scientist (EN),58850.08 to 60707.07
Data Product Manager (MI),58850.08 to 60707.07
NLP Engineer (MI),58850.08 to 60707.07
Manager (EN),58850.08 to 60707.07
Computational Biologist (MI),58850.08 to 60707.07
Data Integrity Specialist (EN),58850.08 to 60707.07
BI Analyst (EN),58850.08 to 60707.07
BI Data Analyst (EN),58850.08 to 60707.07
Associate (EX),58850.08 to 60707.07
Data Quality Specialist (MI),58850.08 to 60707.07
Research Analyst (MI),58850.08 to 60707.07
Machine Learning Engineer (SE),58850.08 to 60707.07
Analytics Specialist (MI),58850.08 to 60707.07
Machine Learning Scientist (SE),58850.08 to 60707.07
Business Intelligence Analyst (MI),58850.08 to 60707.07
Research Data Manager (MI),58850.08 to 60707.07
Data Specialist (SE),58850.08 to 60707.07
Data Scientist (SE),58850.08 to 60707.07
Head of Data (SE),58850.08 to 60707.07
Data Analytics Associate (EN),58850.08 to 60707.07
Developer (MI),58850.08 to 60707.07
Machine Learning Scientist (EN),58850.08 to 60707.07
Data Analytics Consultant (MI),58850.08 to 60707.07
Business Intelligence Engineer (MI),58850.08 to 60707.07
AI Researcher (EN),58850.08 to 60707.07
Analytics Engineer (EN),58850.08 to 60707.07
Business Analyst (EN),58850.08 to 60707.07
MLOps Engineer (SE),58850.08 to 60707.07
Data Operations Analyst (EN),58850.08 to 60707.07
Consultant (MI),58850.08 to 60707.07
Data Quality Analyst (MI),58850.08 to 60707.07
Admin & Data Analyst (SE),58850.08 to 60707.07
Consultant (EN),58850.08 to 60707.07
Associate (EN),58850.08 to 60707.07
Cloud Engineer (SE),58850.08 to 60707.07
Business Intelligence Analyst (EN),58850.08 to 60707.07
Analytics Engineer (MI),58850.08 to 60707.07
Data Management Analyst (MI),58850.08 to 60707.07
Data Reporting Analyst (EN),58850.08 to 60707.07
Data Quality Analyst (EN),58850.08 to 60707.07
Data Operations Analyst (MI),58850.08 to 60707.07
Power BI Developer (MI),58850.08 to 60707.07
Machine Learning Engineer (EN),58850.08 to 60707.07
Encounter Data Management Professional (MI),58850.08 to 60707.07
Business Intelligence Developer (MI),58850.08 to 60707.07
Data Governance Specialist (SE),58850.08 to 60707.07
Quantitative Analyst (EN),58850.08 to 60707.07
Business Data Analyst (EN),58850.08 to 60707.07
Data and Reporting Professional (MI),58850.08 to 60707.07
Data and Reporting Professional (EN),58850.08 to 60707.07
Research Analyst (SE),58850.08 to 60707.07
Bioinformatics Scientist (EN),58850.08 to 60707.07
Statistician (EN),58850.08 to 60707.07
Analyst (SE),57049.9 to 58850.08
Engineer (MI),57049.9 to 58850.08
Software Engineer (SE),57049.9 to 58850.08
Computer Vision Engineer (MI),57049.9 to 58850.08
Data Scientist (SE),57049.9 to 58850.08
Data Analyst (EN),57049.9 to 58850.08
AI Engineer (SE),57049.9 to 58850.08
Analyst (EN),57049.9 to 58850.08
Developer (EN),57049.9 to 58850.08
Associate (SE),57049.9 to 58850.08
Engineer (EN),57049.9 to 58850.08
BI Developer (SE),57049.9 to 58850.08
Data Analyst (MI),57049.9 to 58850.08
Research Engineer (EN),57049.9 to 58850.08
Machine Learning Engineer (MI),57049.9 to 58850.08
Data Manager (MI),57049.9 to 58850.08
Research Associate (EN),57049.9 to 58850.08
Research Associate (MI),57049.9 to 58850.08
Data Scientist (MI),57049.9 to 58850.08
Data Analyst (SE),57049.9 to 58850.08
Data Specialist (MI),57049.9 to 58850.08
Data Management Analyst (SE),57049.9 to 58850.08
Data Quality Analyst (EN),57049.9 to 58850.08
Data Engineer (EN),57049.9 to 58850.08
Data Reporting Analyst (EN),57049.9 to 58850.08
Data Reporting Analyst (SE),57049.9 to 58850.08
Business Analyst (SE),57049.9 to 58850.08
Associate (MI),57049.9 to 58850.08
Data Engineer (MI),57049.9 to 58850.08
Platform Engineer (MI),57049.9 to 58850.08
ETL Engineer (MI),57049.9 to 58850.08
Data Quality Specialist (EN),57049.9 to 58850.08
Data Engineer (SE),57049.9 to 58850.08
Research Analyst (EN),57049.9 to 58850.08
Data Scientist (EN),57049.9 to 58850.08
AI Data Scientist (EN),57049.9 to 58850.08
MLOps Engineer (EN),57049.9 to 58850.08
BI Analyst (EN),57049.9 to 58850.08
Data Analytics Specialist (MI),57049.9 to 58850.08
Manager (MI),57049.9 to 58850.08
Product Manager (MI),57049.9 to 58850.08
Developer (MI),57049.9 to 58850.08
Data Operations Associate (MI),57049.9 to 58850.08
Software Engineer (EN),57049.9 to 58850.08
Power BI Developer (MI),57049.9 to 58850.08
Business Intelligence Analyst (MI),57049.9 to 58850.08
Research Assistant (EN),57049.9 to 58850.08
Analyst (MI),57049.9 to 58850.08
Business Intelligence Analyst (EN),57049.9 to 58850.08
Engineer (SE),57049.9 to 58850.08
Consultant (SE),57049.9 to 58850.08
AI Developer (SE),57049.9 to 58850.08
Encounter Data Management Professional (EN),57049.9 to 58850.08
Software Engineer (MI),57049.9 to 58850.08
Encounter Data Management Professional (MI),57049.9 to 58850.08
Data Visualization Engineer (SE),57049.9 to 58850.08
Insight Analyst (MI),57049.9 to 58850.08
Business Intelligence Engineer (MI),57049.9 to 58850.08
Data Analytics Consultant (MI),57049.9 to 58850.08
Software Developer (MI),57049.9 to 58850.08
Insight Analyst (EN),57049.9 to 58850.08
Analytics Engineer (MI),57049.9 to 58850.08
Artificial Intelligence Engineer (MI),57049.9 to 58850.08
Associate (EN),57049.9 to 58850.08
Consultant (MI),57049.9 to 58850.08
DevOps Engineer (EN),57049.9 to 58850.08
AI Engineer (EN),57049.9 to 58850.08
Cloud Engineer (EN),57049.9 to 58850.08
Data Engineer (SE),55304.79 to 57049.9
Data Manager (MI),55304.79 to 57049.9
Data Specialist (MI),55304.79 to 57049.9
Data Engineer (MI),55304.79 to 57049.9
Software Engineer (SE),55304.79 to 57049.9
Engineer (EN),55304.79 to 57049.9
Data Visualization Specialist (MI),55304.79 to 57049.9
BI Data Analyst (EN),55304.79 to 57049.9
Data Analyst (SE),55304.79 to 57049.9
BI Developer (EN),55304.79 to 57049.9
Data Scientist (MI),55304.79 to 57049.9
AI Engineer (SE),55304.79 to 57049.9
Analytics Engineer (SE),55304.79 to 57049.9
Consultant (SE),55304.79 to 57049.9
Analyst (EN),55304.79 to 57049.9
Product Data Analyst (SE),55304.79 to 57049.9
Analyst (SE),55304.79 to 57049.9
Data Operations Specialist (MI),55304.79 to 57049.9
Data Analyst (EN),55304.79 to 57049.9
Data Scientist (EN),55304.79 to 57049.9
AI Engineer (MI),55304.79 to 57049.9
Research Analyst (EN),55304.79 to 57049.9
Business Intelligence Developer (MI),55304.79 to 57049.9
Research Analyst (MI),55304.79 to 57049.9
Data Engineer (EN),55304.79 to 57049.9
Associate (MI),55304.79 to 57049.9
Research Engineer (SE),55304.79 to 57049.9
Research Associate (MI),55304.79 to 57049.9
Analyst (MI),55304.79 to 57049.9
Engineer (MI),55304.79 to 57049.9
Insight Analyst (EN),55304.79 to 57049.9
Data Architect (SE),55304.79 to 57049.9
Analytics Engineer (MI),55304.79 to 57049.9
Data Analyst (MI),55304.79 to 57049.9
Developer (SE),55304.79 to 57049.9
AI Researcher (MI),55304.79 to 57049.9
Data Governance Manager (MI),55304.79 to 57049.9
Data Quality Analyst (EN),55304.79 to 57049.9
Research Scientist (MI),55304.79 to 57049.9
Lead Data Scientist (SE),55304.79 to 57049.9
Prompt Engineer (EN),55304.79 to 57049.9
Data Specialist (EN),55304.79 to 57049.9
Software Engineer (MI),55304.79 to 57049.9
Machine Learning Engineer (EN),55304.79 to 57049.9
Financial Data Analyst (EN),55304.79 to 57049.9
Associate (SE),55304.79 to 57049.9
Manager (MI),55304.79 to 57049.9
Business Intelligence Analyst (EN),55304.79 to 57049.9
Data Governance Specialist (MI),55304.79 to 57049.9
Research Analyst (SE),55304.79 to 57049.9
Data Management Analyst (EN),55304.79 to 57049.9
Data Management Analyst (MI),55304.79 to 57049.9
BI Developer (MI),55304.79 to 57049.9
Power BI Developer (SE),55304.79 to 57049.9
Cloud Database Engineer (MI),55304.79 to 57049.9
Business Intelligence Developer (SE),55304.79 to 57049.9
Pricing Analyst (EN),55304.79 to 57049.9
Data Team Lead (SE),55304.79 to 57049.9
BI Engineer (SE),55304.79 to 57049.9
Business Intelligence Engineer (MI),55304.79 to 57049.9
Machine Learning Engineer (MI),55304.79 to 57049.9
Data Governance Analyst (EN),55304.79 to 57049.9
Data Analytics Consultant (SE),55304.79 to 57049.9
Data Scientist (SE),55304.79 to 57049.9
BI Analyst (EN),55304.79 to 57049.9
Data Specialist (SE),55304.79 to 57049.9
Analytics Lead (SE),55304.79 to 57049.9
AI Developer (SE),55304.79 to 57049.9
Data Quality Analyst (SE),55304.79 to 57049.9
Business Intelligence Engineer (SE),55304.79 to 57049.9
Data Management Specialist (SE),55304.79 to 57049.9
Data Management Specialist (MI),55304.79 to 57049.9
Analytics Engineer (EN),55304.79 to 57049.9
Statistician (MI),55304.79 to 57049.9
Business Intelligence Analyst (SE),55304.79 to 57049.9
Bioinformatician (MI),55304.79 to 57049.9
Actuarial Analyst (EN),55304.79 to 57049.9
Lead Data Engineer (MI),55304.79 to 57049.9
Data Governance Manager (SE),55304.79 to 57049.9
Data Integration Analyst (EN),55304.79 to 57049.9
Data Visualization Expert (SE),55304.79 to 57049.9
Engineer (EX),55304.79 to 57049.9
Product Analyst (EN),55304.79 to 57049.9
Data Reporting Analyst (EN),55304.79 to 57049.9
Engineer (SE),55304.79 to 57049.9
Associate (EN),55304.79 to 57049.9
Developer (EN),55304.79 to 57049.9
Data Governance Analyst (MI),55304.79 to 57049.9
Business Analyst (EN),55304.79 to 57049.9
Business Data Analyst (MI),55304.79 to 57049.9
Data Product Owner (MI),55304.79 to 57049.9
Research Assistant (MI),55304.79 to 57049.9
Consultant (EN),55304.79 to 57049.9
Data Manager (SE),55304.79 to 57049.9
Machine Learning Engineer (SE),55304.79 to 57049.9
Data Operations Specialist (SE),55304.79 to 57049.9
Machine Learning Infrastructure Engineer (MI),55304.79 to 57049.9
Software Development Engineer (SE),55304.79 to 57049.9
Consultant (MI),55304.79 to 57049.9
Full Stack Developer (SE),55304.79 to 57049.9
Data Operations Associate (MI),55304.79 to 57049.9
AI Engineer (EN),55304.79 to 57049.9
Quantitative Researcher (SE),55304.79 to 57049.9
Quantitative Analyst (EN),55304.79 to 57049.9
Data Quality Manager (MI),55304.79 to 57049.9
Postdoctoral Fellow (MI),55304.79 to 57049.9
BI Analyst (SE),55304.79 to 57049.9
Solutions Engineer (SE),55304.79 to 57049.9
Insight Analyst (MI),55304.79 to 57049.9
Data Modeler (MI),55304.79 to 57049.9
Data Architect (MI),55304.79 to 57049.9
Data Integrity Analyst (MI),55304.79 to 57049.9
Data Manager (SE),53613.05 to 55304.79
Data Engineer (EN),53613.05 to 55304.79
Software Engineer (SE),53613.05 to 55304.79
Software Developer (EN),53613.05 to 55304.79
Data Scientist (EN),53613.05 to 55304.79
Computational Scientist (EN),53613.05 to 55304.79
Data Analyst (MI),53613.05 to 55304.79
Engineer (EN),53613.05 to 55304.79
Data Analyst (EN),53613.05 to 55304.79
Engineer (SE),53613.05 to 55304.79
Data Analyst (SE),53613.05 to 55304.79
Solutions Architect (SE),53613.05 to 55304.79
Data Lead (SE),53613.05 to 55304.79
Data Scientist (SE),53613.05 to 55304.79
BI Developer (MI),53613.05 to 55304.79
Business Intelligence Analyst (EN),53613.05 to 55304.79
Research Associate (MI),53613.05 to 55304.79
Engineer (MI),53613.05 to 55304.79
AI Engineer (EN),53613.05 to 55304.79
Data Analyst (EX),53613.05 to 55304.79
Associate (MI),53613.05 to 55304.79
Data Quality Analyst (MI),53613.05 to 55304.79
Analyst (MI),53613.05 to 55304.79
